id,gene_symbol,gene_name,entrez_gene_id,homologene_group_id
68246,Nxph4,neurexophilin 4,104080,11020
47309,Obox1,oocyte specific homeobox 1,71468,44937
89950,Obox3,oocyte specific homeobox 3,246791,44937
183340,Obox4,oocyte specific homeobox 4,252828,
89954,Obox5,oocyte specific homeobox 5,252829,44937
89955,Obox6,oocyte specific homeobox 6,252830,44937
30398,Olig1,oligodendrocyte transcription factor 1,50914,9667
30397,Olig2,oligodendrocyte transcription factor 2,50913,4241
60856,Olig3,oligodendrocyte transcription factor 3,94222,14201
15154,Onecut1,"one cut domain, family member 1",15379,3309
86270,Onecut2,"one cut domain, family member 2",225631,113592
89612,Onecut3,"one cut domain, family member 3",246086,82258
18153,Oprd1,"opioid receptor, delta 1",18386,20252
18154,Oprk1,"opioid receptor, kappa 1",18387,20253
18157,Oprm1,"opioid receptor, mu 1",18390,37368
20172,Ostf1,osteoclast stimulating factor 1,20409,8227
58004,Otof,otoferlin,83762,12892
18187,Otp,orthopedia homolog (Drosophila),18420,7874
18190,Otx1,orthodenticle homolog 1,18423,7875
18191,Otx2,orthodenticle homolog 2,18424,11026
18196,Oxt,oxytocin,18429,55494
18197,Oxtr,oxytocin receptor,18430,20255
18205,P2rx4,"purinergic receptor P2X, ligand-gated ion channel 4",18438,1923
18206,P2rx7,"purinergic receptor P2X, ligand-gated ion channel, 7",18439,1925
18238,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",18472,371
18244,Pah,phenylalanine hydroxylase,18478,234
18245,Pak1,p21 protein (Cdc42/Rac)-activated kinase 1,18479,1936
23603,Pappa2,pappalysin 2,23850,10661
60394,Pard3,par-3 family cell polarity regulator,93742,10489
30357,Park2,"Parkinson disease (autosomal recessive, juvenile) 2, parkin",50873,3355
87243,Parm1,prostate androgen-regulated mucin-like protein 1,231440,41036
82039,Parvb,"parvin, beta",170736,8342
35501,Patz1,POZ (BTB) and AT hook containing zinc finger 1,56218,8636
77498,Pawr,"PRKC, apoptosis, WT1, regulator",114774,1940
18269,Pax1,paired box 1,18503,4514
18270,Pax2,paired box 2,18504,2968
18271,Pax3,paired box 3,18505,22494
18272,Pax4,paired box 4,18506,4515
18273,Pax5,paired box 5,18507,56419
18274,Pax6,paired box 6,18508,1212
18275,Pax7,paired box 7,18509,55665
18276,Pax8,paired box 8,18510,2589
18277,Pax9,paired box 9,18511,31360
42766,Pbrm1,polybromo 1,66923,10044
18280,Pbx1,pre B cell leukemia homeobox 1,18514,20574
18281,Pbx2,pre B cell leukemia homeobox 2,18515,48115
18282,Pbx3,pre B cell leukemia homeobox 3,18516,21243
56494,Pbx4,pre B cell leukemia homeobox 4,80720,57027
86886,Pbxip1,pre B cell leukemia transcription factor interacting protein 1,229534,10740
12960,Pcbd1,pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1,13180,57028
51440,Pcdh1,protocadherin 1,75599,12613
18292,Pcdh10,protocadherin 10,18526,74967
89410,Pcdh11x,protocadherin 11 X-linked,245578,13194
32919,Pcdh12,protocadherin 12,53601,9574
49014,Pcdh18,protocadherin 18,73173,10389
93556,Pcdh19,protocadherin 19,279653,18916
85500,Pcdh20,protocadherin 20,219257,11277
12722,Pcdha7,protocadherin alpha 7,12939,117962
60534,Pcdhb14,protocadherin beta 14,93885,70876
60524,Pcdhb4,protocadherin beta 4,93875,62176
60529,Pcdhb9,protocadherin beta 9,93880,87124
60376,Pcdhga12,"protocadherin gamma subfamily A, 12",93724,115665
46882,Pcgf6,polycomb group ring finger 6,71041,12378
26621,Pclo,piccolo (presynaptic cytomatrix protein),26875,69111
18307,Pcnt,pericentrin (kendrin),18541,86942
18311,Pcp2,Purkinje cell protein 2 (L7),18545,7464
18312,Pcp4,Purkinje cell protein 4,18546,4519
18315,Pcsk2,proprotein convertase subtilisin/kexin type 2,18549,37640
23735,Pde10a,phosphodiesterase 10A,23984,4852
88851,Pde11a,phosphodiesterase 11A,241489,56763
18339,Pde1a,"phosphodiesterase 1A, calmodulin-dependent",18573,21043
18341,Pde1c,phosphodiesterase 1C,18575,3682
88926,Pde5a,"phosphodiesterase 5A, cGMP-specific",242202,842
18356,Pdgfa,"platelet derived growth factor, alpha",18590,32055
18357,Pdgfb,"platelet derived growth factor, B polypeptide",18591,74303
33926,Pdgfc,"platelet-derived growth factor, C polypeptide",54635,9423
47626,Pdgfd,"platelet-derived growth factor, D polypeptide",71785,11875
18361,Pdgfra,"platelet derived growth factor receptor, alpha polypeptide",18595,31361
18362,Pdgfrb,"platelet derived growth factor receptor, beta polypeptide",18596,1960
33425,Pdlim1,PDZ and LIM domain 1 (elfin),54132,9643
14502,Pdpn,podoplanin,14726,4729
18375,Pdx1,pancreatic and duodenal homeobox 1,18609,175
18376,Pdyn,prodynorphin,18610,10321
43913,Pdzd2,PDZ domain containing 2,68070,23393
81989,Peg10,paternally expressed 10,170676,116067
27157,Peg12,paternally expressed 12,27412,8465
18385,Penk,preproenkephalin,18619,4528
18392,Per1,period circadian clock 1,18626,1966
18393,Per2,period circadian clock 2,18627,7885
40691,Perp,"PERP, TP53 apoptosis effector",64058,11098
37432,Pex5l,peroxisomal biogenesis factor 5-like,58869,9562
18433,Pgr,progesterone receptor,18667,713
46645,Pgrmc2,progesterone receptor membrane component 2,70804,38169
11820,Phb2,prohibitin 2,12034,5263
87154,Phf13,PHD finger protein 13,230936,17822
49857,Phf19,PHD finger protein 19,74016,12524
11646,Phox2a,paired-like homeobox 2a,11859,31296
18698,Phox2b,paired-like homeobox 2b,18935,68371
18450,Phtf1,putative homeodomain transcription factor 1,18685,4817
44612,Phtf2,putative homeodomain transcription factor 2,68770,10713
50610,Pik3cb,"phosphatidylinositol 3-kinase, catalytic, beta polypeptide",74769,21250
18473,Pik3r1,"phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)",18708,7889
18504,Pitx1,paired-like homeodomain transcription factor 1,18740,20584
18505,Pitx2,paired-like homeodomain transcription factor 2,18741,55454
18506,Pitx3,paired-like homeodomain transcription factor 3,18742,3689
18527,Pkd1,polycystic kidney disease 1 homolog,18763,250
18535,Pknox1,Pbx/knotted 1 homeobox,18771,3363
83924,Pknox2,Pbx/knotted 1 homeobox 2,208076,32527
43294,Pkp2,plakophilin 2,67451,3364
22391,Plagl1,pleiomorphic adenoma gene-like 1,22634,31401
18562,Plcb4,"phospholipase C, beta 4",18798,8471
18563,Plcd1,"phospholipase C, delta 1",18799,21252
18567,Plcg1,"phospholipase C, gamma 1",18803,1997
92752,Plch1,"phospholipase C, eta 1",269437,88833
129609,Plcxd2,"phosphatidylinositol-specific phospholipase C, X domain containing 2",433022,44374
84601,Plekhg1,"pleckstrin homology domain containing, family G (with RhoGef domain) member 1",213783,18897
18587,Plp1,proteolipid protein (myelin) 1,18823,448
18608,Plxna1,plexin A1,18844,56426
18609,Plxna2,plexin A2,18845,56427
18610,Plxna3,plexin A3,18846,7481
89119,Plxna4,plexin A4,243743,77587
88096,Plxnb1,plexin B1,235611,130508
79944,Plxnb2,plexin B2,140570,66630
34001,Plxnc1,plexin C1,54712,4211
43627,Plxnd1,plexin D1,67784,22866
74469,Pmch,pro-melanin-concentrating hormone,110312,37653
18617,Pml,promyelocytic leukemia,18854,13245
86518,Pms1,postmeiotic segregation increased 1 (S. cerevisiae),227099,449
18712,Pnn,pinin,18949,37656
17922,Pnoc,prepronociceptin,18155,4537
79897,Pofut1,protein O-fucosyltransferase 1,140484,9104
42822,Pole4,"polymerase (DNA-directed), epsilon 4 (p12 subunit)",66979,41339
19781,Polr1d,polymerase (RNA) I polypeptide D,20018,22239
87230,Polr2b,polymerase (RNA) II (DNA directed) polypeptide B,231329,722
89478,Polr2h,polymerase (RNA) II (DNA directed) polypeptide H,245841,4540
27759,Polr2m,polymerase (RNA) II (DNA directed) polypeptide M,28015,9181
42848,Polr3k,polymerase (RNA) III (DNA directed) polypeptide K,67005,5610
18739,Pomc,pro-opiomelanocortin-alpha,18976,723
44115,Pomgnt1,"protein O-linked mannose beta 1,2-N-acetylglucosaminyltransferase",68273,9806
32945,Porcn,porcupine homolog (Drosophila),53627,41529
30195,Postn,"periostin, osteoblast specific factor",50706,4730
18500,Pou1f1,"POU domain, class 1, transcription factor 1",18736,259
18748,Pou2af1,"POU domain, class 2, associating factor 1",18985,4543
18749,Pou2f1,"POU domain, class 2, transcription factor 1",18986,37658
18750,Pou2f2,"POU domain, class 2, transcription factor 2",18987,55674
18751,Pou2f3,"POU domain, class 2, transcription factor 3",18988,7898
18754,Pou3f1,"POU domain, class 3, transcription factor 1",18991,20590
18755,Pou3f2,"POU domain, class 3, transcription factor 2",18992,4095
18756,Pou3f3,"POU domain, class 3, transcription factor 3",18993,68509
18757,Pou3f4,"POU domain, class 3, transcription factor 4",18994,260
18759,Pou4f1,"POU domain, class 4, transcription factor 1",18996,21255
18760,Pou4f2,"POU domain, class 4, transcription factor 2",18997,20959
18761,Pou4f3,"POU domain, class 4, transcription factor 3",18998,2023
18762,Pou5f1,"POU domain, class 5, transcription factor 1",18999,8422
51348,Pou5f2,"POU domain class 5, transcription factor 2",75507,83454
18772,Pou6f1,"POU domain, class 6, transcription factor 1",19009,7703
85303,Pou6f2,"POU domain, class 6, transcription factor 2",218030,5245
18776,Ppara,peroxisome proliferator activated receptor alpha,19013,21047
18778,Ppard,peroxisome proliferator activator receptor delta,19015,4544
18779,Pparg,peroxisome proliferator activated receptor gamma,19016,7899
18780,Ppargc1a,"peroxisome proliferative activated receptor, gamma, coactivator 1 alpha",19017,7485
43376,Ppfibp1,"PTPRF interacting protein, binding protein 1 (liprin beta 1)",67533,2685
18812,Ppp1r1b,"protein phosphatase 1, regulatory (inhibitor) subunit 1B",19049,12972
18818,Ppp3ca,"protein phosphatase 3, catalytic subunit, alpha isoform",19055,55497
18822,Ppp3r2,"protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type II)",19059,68797
120183,Prdm12,PR domain containing 12,381359,10999
46620,Prdm5,PR domain containing 5,70779,10274
61045,Prg4,"proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)",96875,130465
18511,Prkaca,"protein kinase, cAMP dependent, catalytic, alpha",18747,121574
18515,Prkcb,"protein kinase C, beta",18751,56424
18517,Prkcd,"protein kinase C, delta",18753,55963
18879,Prlr,prolactin receptor,19116,733
18885,Prnp,prion protein,19122,7904
18888,Prodh,proline dehydrogenase,19125,40764
18889,Prom1,prominin 1,19126,4390
18890,Prop1,paired like homeodomain factor 1,19127,4558
18891,Pros1,protein S (alpha),19128,264
18893,Prox1,prospero homeobox 1,19130,2069
49263,Prox2,prospero homeobox 2,73422,18421
18895,Prph,peripherin,19132,4559
18696,Prrx1,paired related homeobox 1,18933,7896
19967,Prrx2,paired related homeobox 2,20204,7524
71913,Prrxl1,paired related homeobox protein-like 1,107751,
18905,Prss12,"protease, serine 12 neurotrypsin (motopsin)",19142,7490
49569,Psd,pleckstrin and Sec7 domain containing,73728,31115
18927,Psen1,presenilin 1,19164,7186
18928,Psen2,presenilin 2,19165,386
42183,Psenen,presenilin enhancer 2 homolog (C. elegans),66340,11952
18960,Pspn,persephin,19197,3065
18969,Ptch1,patched homolog 1,19206,223
18974,Pten,phosphatase and tensin homolog,19211,265
18976,Ptf1a,"pancreas specific transcription factor, 1a",19213,10304
18978,Ptgds,prostaglandin D2 synthase (brain),19215,737
18988,Ptgs2,prostaglandin-endoperoxide synthase 2,19225,31000
18990,Pthlh,parathyroid hormone-like peptide,19227,2113
13860,Ptk2,PTK2 protein tyrosine kinase 2,14083,7314
47302,Ptk7,PTK7 protein tyrosine kinase 7,71461,43672
19027,Ptprc,"protein tyrosine phosphatase, receptor type, C",19264,2126
19035,Ptprk,"protein tyrosine phosphatase, receptor type, K",19272,55693
19036,Ptpru,"protein tyrosine phosphatase, receptor type, U",19273,4168
19046,Ptprz1,"protein tyrosine phosphatase, receptor type Z, polypeptide 1",19283,2136
19056,Pvalb,parvalbumin,19293,2137
37265,Pvrl1,poliovirus receptor-related 1,58235,2138
19057,Pvrl2,poliovirus receptor-related 2,19294,86092
37561,Pvrl3,poliovirus receptor-related 3,58998,9162
47581,Pvrl4,poliovirus receptor-related 4,71740,32744
47976,Pygo1,pygopus 1,72135,41050
44753,Pygo2,pygopus 2,68911,44519
85147,Pyy,peptide YY,217212,3066
74548,Qdpr,quinoid dihydropteridine reductase,110391,271
37252,Rab37,"RAB37, member RAS oncogene family",58222,23303
19102,Rab3a,"RAB3A, member RAS oncogene family",19339,20629
45749,Rab3b,"RAB3B, member RAS oncogene family",69908,2149
19116,Rac1,RAS-related C3 botulinum substrate 1,19353,69035
19117,Rac2,RAS-related C3 botulinum substrate 2,19354,55699
82061,Rac3,RAS-related C3 botulinum substrate 3,170758,68433
19140,Rai1,retinoic acid induced 1,19377,7508
71908,Rapgef1,Rap guanine nucleotide exchange factor (GEF) 1,107746,50501
85296,Rapgef5,Rap guanine nucleotide exchange factor (GEF) 5,217944,56563
19164,Rara,"retinoic acid receptor, alpha",19401,20262
85409,Rarb,"retinoic acid receptor, beta",218772,68100
19174,Rarg,"retinoic acid receptor, gamma",19411,20263
77440,Rasa2,RAS p21 protein activator 2,114713,4745
19180,Rasgrf1,RAS protein-specific guanine nucleotide-releasing factor 1,19417,74972
19181,Rasgrf2,RAS protein-specific guanine nucleotide-releasing factor 2,19418,2169
19197,Rax,retina and anterior neural fold homeobox,19434,8383
19408,Rb1,retinoblastoma 1,19645,272
19427,Rbpj,recombination signal binding protein for immunoglobulin kappa J region,19664,7511
19435,Rcn1,reticulocalbin 1,19672,20637
68548,Rcor2,REST corepressor 2,104383,14280
19460,Rela,v-rel reticuloendotheliosis viral oncogene homolog A (avian),19697,32064
19462,Reln,reelin,19699,3699
44545,Rere,arginine glutamic acid dipeptide (RE) repeats,68703,8101
19475,Rest,RE1-silencing transcription factor,19712,4099
19476,Ret,ret proto-oncogene,19713,7517
19488,Rfx2,"regulatory factor X, 2 (influences HLA class II expression)",19725,30980
46978,Rfx4,"regulatory factor X, 4 (influences HLA class II expression)",71137,31119
33264,Rfx5,"regulatory factor X, 5 (influences HLA class II expression)",53970,388
43708,Rgs10,regulator of G-protein signalling 10,67865,37710
19499,Rgs4,regulator of G-protein signaling 4,19736,4100
19507,Rheb,Ras homolog enriched in brain,19744,123916
11635,Rhoa,"ras homolog gene family, member A",11848,1257
121786,Rhox1,reproductive homeobox 1,385343,
131349,Rhox10,reproductive homeobox 10,434769,86786
83251,Rhox11,reproductive homeobox 11,194738,52370
120612,Rhox12,reproductive homeobox 12,382282,54211
37009,Rhox4b,reproductive homeobox 4B,57737,79553
83266,Rhox4e,reproductive homeobox 4E,194856,79553
18383,Rhox5,reproductive homeobox 5,18617,
18965,Rhox6,reproductive homeobox 6,19202,124456
131348,Rhox8,reproductive homeobox 8,434768,90879
68549,Rhox9,reproductive homeobox 9,104384,124456
19536,Rln1,relaxin 1,19773,55524
84379,Rln3,relaxin 3,212108,15448
11645,Rnd2,Rho family GTPase 2,11858,21123
36015,Rnf14,ring finger protein 14,56736,129170
19639,Robo1,roundabout homolog 1 (Drosophila),19876,2206
92611,Robo2,roundabout homolog 2 (Drosophila),268902,43188
19412,Robo3,roundabout homolog 3 (Drosophila),19649,32119
19641,Rock2,Rho-associated coiled-coil containing protein kinase 2,19878,21010
26310,Ror1,receptor tyrosine kinase-like orphan receptor 1,26563,3675
26311,Ror2,receptor tyrosine kinase-like orphan receptor 2,26564,55831
19646,Rora,RAR-related orphan receptor alpha,19883,56594
86335,Rorb,RAR-related orphan receptor beta,225998,38250
19648,Rorc,RAR-related orphan receptor gamma,19885,21051
19649,Ros1,Ros1 proto-oncogene,19886,2207
43717,Rprm,"reprimo, TP53 dependent G2 arrest mediator candidate",67874,10524
19805,Rps12,ribosomal protein S12,20042,110750
19865,Rps4x,"ribosomal protein S4, X-linked",20102,128052
50211,Rptor,"regulatory associated protein of MTOR, complex 1",74370,80210
44592,Rreb1,ras responsive element binding protein 1,68750,2218
82848,Rspo1,R-spondin homolog (Xenopus laevis),192199,52148
88569,Rspo2,R-spondin 2 homolog (Xenopus laevis),239405,18235
48621,Rspo3,R-spondin 3 homolog (Xenopus laevis),72780,12484
86769,Rspo4,"R-spondin family, member 4",228770,65290
41603,Rtn4r,reticulon 4 receptor,65079,11299
88381,Rtn4rl1,reticulon 4 receptor-like 1,237847,18611
12179,Runx1,runt related transcription factor 1,12394,1331
12180,Runx1t1,"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)",12395,3801
12178,Runx2,runt related transcription factor 2,12393,68389
120252,Rxfp1,relaxin/insulin-like family peptide receptor 1,381489,11007
88559,Rxfp3,relaxin family peptide receptor 3,239336,9568
19944,Rxra,retinoid X receptor alpha,20181,2220
19945,Rxrb,retinoid X receptor beta,20182,7923
19946,Rxrg,retinoid X receptor gamma,20183,21373
35633,Rybp,RING1 and YY1 binding protein,56353,8159
19950,Ryk,receptor-like tyrosine kinase,20187,68287
19957,S100a10,S100 calcium binding protein A10 (calpactin),20194,2228
19966,S100b,"S100 protein, beta polypeptide, neural",20203,4567
13387,S1pr1,sphingosine-1-phosphate receptor 1,13609,1071
37230,Sall1,sal-like 1 (Drosophila),58198,2230
30014,Sall2,sal-like 2 (Drosophila),50524,9269
20451,Sall3,sal-like 3 (Drosophila),20689,18142
63547,Sall4,sal-like 4 (Drosophila),99377,10716
19993,Satb1,special AT-rich sequence binding protein 1,20230,2232
84457,Satb2,special AT-rich sequence binding protein 2,212712,32249
85488,Scara3,"scavenger receptor class A, member 3",219151,9437
20540,Scarb1,"scavenger receptor class B, member 1",20778,21132
86028,Scarf2,"scavenger receptor class F, member 2",224024,17817
73391,Sccpdh,saccharopine dehydrogenase (putative),109232,9334
20017,Scg2,secretogranin II,20254,2591
20018,Scg3,secretogranin III,20255,7526
20157,Scg5,secretogranin V,20394,130635
20027,Scn10a,"sodium channel, voltage-gated, type X, alpha",20264,21300
20028,Scn1a,"sodium channel, voltage-gated, type I, alpha",20265,21375
124782,Scn4b,"sodium channel, type IV, beta",399548,18384
20034,Scn5a,"sodium channel, voltage-gated, type V, alpha",20271,22738
20039,Scnn1a,"sodium channel, nonvoltage-gated 1 alpha",20276,811
50458,Scpep1,serine carboxypeptidase 1,74617,41443
20050,Sct,secretin,20287,7928
41281,Scube1,"signal peptide, CUB domain, EGF-like 1",64706,11224
20052,Scx,scleraxis,20289,85195
18059,Sebox,SEBOX homeobox,18292,32052
20101,Sel1l,sel-1 suppressor of lin-12-like (C. elegans),20338,31286
20108,Selplg,"selectin, platelet (p-selectin) ligand",20345,2261
20109,Sema3a,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A",20346,31358
20110,Sema3b,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B",20347,20972
20111,Sema3c,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C",20348,36201
72311,Sema3d,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D",108151,23664
20112,Sema3e,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E",20349,8247
20113,Sema3f,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F",20350,20885
20114,Sema4a,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A",20351,8425
20115,Sema4b,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B",20352,8426
20116,Sema4c,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C",20353,23047
20117,Sema4d,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",20354,21282
20118,Sema4f,"sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain",20355,3147
26204,Sema4g,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G",26456,22682
20119,Sema5a,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",20356,2949
20120,Sema5b,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B",20357,8427
20121,Sema6a,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A",20358,32426
20122,Sema6b,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B",20359,8428
20123,Sema6c,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C",20360,7931
84750,Sema6d,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",214968,16195
20124,Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A",20361,2678
20126,Sepp1,"selenoprotein P, plasma, 1",20363,3945
20476,Serpina3k,"serine (or cysteine) peptidase inhibitor, clade A, member 3K",20714,40659
47748,Serpina9,"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9",71907,23633
42065,Serpinb1a,"serine (or cysteine) peptidase inhibitor, clade B, member 1a",66222,69399
37204,Sertad2,SERTA domain containing 2,58172,8843
49092,Setd7,SET domain containing (lysine methyltransferase) 7,73251,12741
20140,Sfrp1,secreted frizzled-related protein 1,20377,2266
20082,Sfrp2,secreted frizzled-related protein 2,20319,56438
20142,Sfrp4,secreted frizzled-related protein 4,20379,2267
33903,Sfrp5,secreted frizzled-related sequence protein 5,54612,2268
23803,Sgcd,"sarcoglycan, delta (dystrophin-associated glycoprotein)",24052,285
20156,Sgk1,serum/glucocorticoid regulated kinase 1,20393,48364
84435,Sh3bgrl2,SH3 domain binding glutamic acid-rich protein like 2,212531,12876
37264,Shank3,SH3/ankyrin domain gene 3,58234,75163
20178,Shbg,sex hormone binding globulin,20415,813
20179,Shc1,src homology 2 domain-containing transforming protein C1,20416,7934
20186,Shh,sonic hedgehog,20423,30961
20192,Shox2,short stature homeobox 2,20429,68535
20227,Sim1,single-minded homolog 1 (Drosophila),20464,3715
20228,Sim2,single-minded homolog 2 (Drosophila),20465,3716
89268,Sipa1l2,signal-induced proliferation-associated 1 like 2,244668,18956
20233,Six1,sine oculis-related homeobox 1,20471,4360
20234,Six2,sine oculis-related homeobox 2,20472,56518
20235,Six3,sine oculis-related homeobox 3,20473,3947
20236,Six4,sine oculis-related homeobox 4,20474,69089
20237,Six5,sine oculis-related homeobox 5,20475,72248
20238,Six6,sine oculis-related homeobox 6,20476,7220
83882,Skor1,SKI family transcriptional corepressor 1,207667,18175
20258,Slc12a2,"solute carrier family 12, member 2",20496,20283
20264,Slc16a2,"solute carrier family 16 (monocarboxylic acid transporters), member 2",20502,39495
80230,Slc17a6,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6",140919,121617
48802,Slc17a7,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7",72961,113454
84940,Slc17a8,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8",216227,13584
75031,Slc18a1,"solute carrier family 18 (vesicular monoamine), member 1",110877,20664
84624,Slc18a2,"solute carrier family 18 (vesicular monoamine), member 2",214084,2298
20270,Slc18a3,"solute carrier family 18 (vesicular monoamine), member 3",20508,11022
20272,Slc1a1,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1",20510,20881
20273,Slc1a2,"solute carrier family 1 (glial high affinity glutamate transporter), member 2",20511,3075
20274,Slc1a3,"solute carrier family 1 (glial high affinity glutamate transporter), member 3",20512,20882
35249,Slc1a4,"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4",55963,20655
20275,Slc1a6,"solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6",20513,21055
89066,Slc29a4,"solute carrier family 29 (nucleoside transporters), member 4",243328,71345
20287,Slc2a1,"solute carrier family 2 (facilitated glucose transporter), member 1",20525,68520
22105,Slc32a1,"solute carrier family 32 (GABA vesicular transporter), member 1",22348,56451
33240,Slc40a1,"solute carrier family 40 (iron-regulated transporter), member 1",53945,40959
20299,Slc5a1,"solute carrier family 5 (sodium/glucose cotransporter), member 1",20537,55456
87401,Slc6a1,"solute carrier family 6 (neurotransmitter transporter, GABA), member 1",232333,2290
89107,Slc6a11,"solute carrier family 6 (neurotransmitter transporter, GABA), member 11",243616,129935
14188,Slc6a13,"solute carrier family 6 (neurotransmitter transporter, GABA), member 13",14412,9592
20300,Slc6a2,"solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2",20538,816
12942,Slc6a3,"solute carrier family 6 (neurotransmitter transporter, dopamine), member 3",13162,55547
15342,Slc6a4,"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4",15567,817
68410,Slc6a5,"solute carrier family 6 (neurotransmitter transporter, glycine), member 5",104245,37901
26686,Slc9a3r1,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1",26941,3137
109037,Slc9a9,"solute carrier family 9 (sodium/hydrogen exchanger), member 9",331004,69753
20324,Slit1,slit homolog 1 (Drosophila),20562,2302
20325,Slit2,slit homolog 2 (Drosophila),20563,3516
20326,Slit3,slit homolog 3 (Drosophila),20564,2303
52805,Slitrk1,"SLIT and NTRK-like family, member 1",76965,14174
16895,Smad1,SMAD family member 1,17125,21196
16896,Smad2,SMAD family member 2,17126,21197
16897,Smad3,SMAD family member 3,17127,55937
16898,Smad4,SMAD family member 4,17128,31310
16899,Smad5,SMAD family member 5,17129,4313
16900,Smad6,SMAD family member 6,17130,4079
16901,Smad7,SMAD family member 7,17131,4314
35279,Smad9,SMAD family member 9,55994,21198
20348,Smarca4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",20586,55712
36650,Smarce1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",57376,37727
106692,Smo,smoothened homolog (Drosophila),319757,4115
40707,Smoc2,SPARC related modular calcium binding 2,64074,11150
20379,Snca,"synuclein, alpha",20617,293
20380,Sncg,"synuclein, gamma",20618,2322
27425,Snf8,"SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)",27681,5239
20411,Sntb1,"syntrophin, basic 1",20649,9618
42197,Snw1,SNW domain containing 1,66354,56557
50275,Sohlh2,spermatogenesis and oogenesis specific basic helix-loop-helix 2,74434,9864
20174,Sorbs1,sorbin and SH3 domain containing 1,20411,83252
20422,Sorl1,"sortilin-related receptor, LDLR class A repeats-containing",20660,2336
20423,Sort1,sortilin 1,20661,129885
41885,Sostdc1,sclerostin domain containing 1,66042,9154
88370,Sowaha,sosondowah ankyrin repeat domain family member A,237761,18488
20427,Sox10,SRY (sex determining region Y)-box 10,20665,5055
20428,Sox11,SRY (sex determining region Y)-box 11,20666,37733
20429,Sox12,SRY (sex determining region Y)-box 12,20667,5057
20430,Sox13,SRY (sex determining region Y)-box 13,20668,4159
20431,Sox14,SRY (sex determining region Y)-box 14,20669,31224
20432,Sox15,SRY (sex determining region Y)-box 15,20670,74586
20433,Sox17,SRY (sex determining region Y)-box 17,20671,7948
20434,Sox18,SRY (sex determining region Y)-box 18,20672,7546
20436,Sox2,SRY (sex determining region Y)-box 2,20674,68298
85888,Sox21,SRY (sex determining region Y)-box 21,223227,5143
20437,Sox3,SRY (sex determining region Y)-box 3,20675,4118
84627,Sox30,SRY (sex determining region Y)-box 30,214105,34027
20439,Sox4,SRY (sex determining region Y)-box 4,20677,2338
20440,Sox5,SRY (sex determining region Y)-box 5,20678,21378
20441,Sox6,SRY (sex determining region Y)-box 6,20679,22631
